"order_id";"product_code";"quantity";"unit_price";"order_date";"order_status";"product_line";"customer_name";"city";"country";"line_total_revenue"
10329;"S10_2016";20;100.0;"2004-11-15";"Shipped";"Motorcycles";"Land of Toys Inc.";"NYC";"USA";2000.0
10339;"S10_2016";40;68.92;"2004-11-23";"Shipped";"Motorcycles";"Tokyo Collectables, Ltd";"Minato-ku";"Japan";2756.8
10361;"S10_2016";26;51.15;"2004-12-17";"Shipped";"Motorcycles";"Souveniers And Things Co.";"Chatswood";"Australia";1329.9
10374;"S10_2016";39;100.0;"2005-02-02";"Shipped";"Motorcycles";"Australian Gift Network, Co";"South Brisbane";"Australia";3900.0
10388;"S10_2016";50;44.51;"2005-03-03";"Shipped";"Motorcycles";"FunGiftIdeas.com";"New Bedford";"USA";2225.5
10402;"S10_2016";45;100.0;"2005-04-07";"Shipped";"Motorcycles";"Auto Canal Petit";"Paris";"France";4500.0
10107;"S10_4698";27;100.0;"2003-02-24";"Shipped";"Motorcycles";"Land of Toys Inc.";"NYC";"USA";2700.0
10120;"S10_4698";46;100.0;"2003-04-29";"Shipped";"Motorcycles";"Australian Collectors, Co.";"Melbourne";"Australia";4600.0
10134;"S10_4698";31;100.0;"2003-07-01";"Shipped";"Motorcycles";"Lyon Souveniers";"Paris";"France";3100.0
10145;"S10_4698";33;100.0;"2003-08-25";"Shipped";"Motorcycles";"Toys4GrownUps.com";"Pasadena";"USA";3300.0
10159;"S10_4698";22;100.0;"2003-10-10";"Shipped";"Motorcycles";"Corporate Gift Ideas Co.";"San Francisco";"USA";2200.0
10168;"S10_4698";20;100.0;"2003-10-28";"Shipped";"Motorcycles";"Technics Stores Inc.";"Burlingame";"USA";2000.0
10180;"S10_4698";41;100.0;"2003-11-11";"Shipped";"Motorcycles";"Daedalus Designs Imports";"Lille";"France";4100.0
10188;"S10_4698";45;100.0;"2003-11-18";"Shipped";"Motorcycles";"Herkku Gifts";"Bergen";"Norway";4500.0
10201;"S10_4698";49;100.0;"2003-12-01";"Shipped";"Motorcycles";"Mini Wheels Co.";"San Francisco";"USA";4900.0
10210;"S10_4698";34;100.0;"2004-01-12";"Shipped";"Motorcycles";"Osaka Souveniers Co.";"Osaka";"Japan";3400.0
10223;"S10_4698";49;100.0;"2004-02-20";"Shipped";"Motorcycles";"Australian Collectors, Co.";"Melbourne";"Australia";4900.0
10237;"S10_4698";39;100.0;"2004-04-05";"Shipped";"Motorcycles";"Vitachrome Inc.";"NYC";"USA";3900.0
10251;"S10_4698";43;100.0;"2004-05-18";"Shipped";"Motorcycles";"Tekni Collectables Inc.";"Newark";"USA";4300.0
10263;"S10_4698";41;100.0;"2004-06-28";"Shipped";"Motorcycles";"Gift Depot Inc.";"Bridgewater";"USA";4100.0
10275;"S10_4698";36;100.0;"2004-07-23";"Shipped";"Motorcycles";"La Rochelle Gifts";"Nantes";"France";3600.0
10285;"S10_4698";27;100.0;"2004-08-27";"Shipped";"Motorcycles";"Marta's Replicas Co.";"Cambridge";"USA";2700.0
10299;"S10_4698";29;100.0;"2004-09-30";"Shipped";"Motorcycles";"Toys of Finland, Co.";"Helsinki";"Finland";2900.0
10308;"S10_4698";20;100.0;"2004-10-15";"Shipped";"Motorcycles";"Mini Classics";"White Plains";"USA";2000.0
10318;"S10_4698";37;100.0;"2004-11-02";"Shipped";"Motorcycles";"Diecast Classics Inc.";"Allentown";"USA";3700.0
10329;"S10_4698";26;100.0;"2004-11-15";"Shipped";"Motorcycles";"Land of Toys Inc.";"NYC";"USA";2600.0
10339;"S10_4698";39;76.67;"2004-11-23";"Shipped";"Motorcycles";"Tokyo Collectables, Ltd";"Minato-ku";"Japan";2990.13
10362;"S10_4698";22;100.0;"2005-01-05";"Shipped";"Motorcycles";"Technics Stores Inc.";"Burlingame";"USA";2200.0
10374;"S10_4698";22;100.0;"2005-02-02";"Shipped";"Motorcycles";"Australian Gift Network, Co";"South Brisbane";"Australia";2200.0
10388;"S10_4698";21;86.77;"2005-03-03";"Shipped";"Motorcycles";"FunGiftIdeas.com";"New Bedford";"USA";1822.17
10403;"S10_4698";66;100.0;"2005-04-08";"Shipped";"Motorcycles";"UK Collectables, Ltd.";"Liverpool";"UK";6600.0
10105;"S10_4757";50;100.0;"2003-02-11";"Shipped";"Classic Cars";"Danish Wholesale Imports";"Kobenhavn";"Denmark";5000.0
10119;"S10_4757";46;100.0;"2003-04-28";"Shipped";"Classic Cars";"Salzburg Collectables";"Salzburg";"Austria";4600.0
10129;"S10_4757";33;100.0;"2003-06-12";"Shipped";"Classic Cars";"Stylish Desk Decors, Co.";"London";"UK";3300.0
10143;"S10_4757";49;100.0;"2003-08-10";"Shipped";"Classic Cars";"Mini Creations Ltd.";"New Bedford";"USA";4900.0
10155;"S10_4757";32;100.0;"2003-10-06";"Shipped";"Classic Cars";"Toys of Finland, Co.";"Helsinki";"Finland";3200.0
10178;"S10_4757";24;100.0;"2003-11-08";"Shipped";"Classic Cars";"Alpha Cognac";"Toulouse";"France";2400.0
10186;"S10_4757";26;100.0;"2003-11-14";"Shipped";"Classic Cars";"Double Decker Gift Stores, Ltd";"London";"UK";2600.0
10197;"S10_4757";45;100.0;"2003-11-26";"Shipped";"Classic Cars";"Enaco Distributors";"Barcelona";"Spain";4500.0
10209;"S10_4757";39;100.0;"2004-01-09";"Shipped";"Classic Cars";"Men 'R' US Retailers, Ltd.";"Los Angeles";"USA";3900.0
10222;"S10_4757";49;100.0;"2004-02-19";"Shipped";"Classic Cars";"Collectable Mini Designs Co.";"San Diego";"USA";4900.0
10261;"S10_4757";27;100.0;"2004-06-17";"Shipped";"Classic Cars";"Quebec Home Shopping Network";"Montreal";"Canada";2700.0
10273;"S10_4757";30;100.0;"2004-07-21";"Shipped";"Classic Cars";"Petit Auto";"Bruxelles";"Belgium";3000.0
10283;"S10_4757";25;100.0;"2004-08-20";"Shipped";"Classic Cars";"Royal Canadian Collectables, Ltd.";"Tsawassen";"Canada";2500.0
10295;"S10_4757";24;100.0;"2004-09-10";"Shipped";"Classic Cars";"Gifts4AllAges.com";"Boston";"USA";2400.0
10307;"S10_4757";22;100.0;"2004-10-14";"Shipped";"Classic Cars";"Classic Gift Ideas, Inc";"Philadelphia";"USA";2200.0
10316;"S10_4757";33;100.0;"2004-11-01";"Shipped";"Classic Cars";"giftsbymail.co.uk";"Cowes";"UK";3300.0
10325;"S10_4757";47;64.93;"2004-11-05";"Shipped";"Classic Cars";"Baane Mini Imports";"Stavern";"Norway";3051.71
10337;"S10_4757";25;48.05;"2004-11-21";"Shipped";"Classic Cars";"Classic Legends Inc.";"NYC";"USA";1201.25
10350;"S10_4757";26;75.47;"2004-12-02";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";1962.22
10359;"S10_4757";48;54.68;"2004-12-15";"Shipped";"Classic Cars";"Reims Collectables";"Reims";"France";2624.64
10373;"S10_4757";39;100.0;"2005-01-31";"Shipped";"Classic Cars";"Oulu Toy Supplies, Inc.";"Oulu";"Finland";3900.0
10384;"S10_4757";34;100.0;"2005-02-23";"Shipped";"Classic Cars";"Corporate Gift Ideas Co.";"San Francisco";"USA";3400.0
10395;"S10_4757";32;100.0;"2005-03-17";"Shipped";"Classic Cars";"Lyon Souveniers";"Paris";"France";3200.0
10400;"S10_4757";64;100.0;"2005-04-01";"Shipped";"Classic Cars";"The Sharp Gifts Warehouse";"San Jose";"USA";6400.0
10103;"S10_4962";42;100.0;"2003-01-29";"Shipped";"Classic Cars";"Baane Mini Imports";"Stavern";"Norway";4200.0
10114;"S10_4962";31;100.0;"2003-04-01";"Shipped";"Classic Cars";"La Corne D'abondance, Co.";"Paris";"France";3100.0
10126;"S10_4962";22;100.0;"2003-05-28";"Shipped";"Classic Cars";"Corrida Auto Replicas, Ltd";"Madrid";"Spain";2200.0
10140;"S10_4962";26;100.0;"2003-07-24";"Shipped";"Classic Cars";"Technics Stores Inc.";"Burlingame";"USA";2600.0
10150;"S10_4962";20;100.0;"2003-09-19";"Shipped";"Classic Cars";"Dragon Souveniers, Ltd.";"Singapore";"Singapore";2000.0
10175;"S10_4962";33;100.0;"2003-11-06";"Shipped";"Classic Cars";"Stylish Desk Decors, Co.";"London";"UK";3300.0
10183;"S10_4962";28;100.0;"2003-11-13";"Shipped";"Classic Cars";"Classic Gift Ideas, Inc";"Philadelphia";"USA";2800.0
10194;"S10_4962";26;100.0;"2003-11-25";"Shipped";"Classic Cars";"Saveley & Henriot, Co.";"Lyon";"France";2600.0
10207;"S10_4962";31;100.0;"2003-12-09";"Shipped";"Classic Cars";"Diecast Collectables";"Boston";"USA";3100.0
10217;"S10_4962";48;100.0;"2004-02-04";"Shipped";"Classic Cars";"Handji Gifts& Co";"Singapore";"Singapore";4800.0
10229;"S10_4962";50;100.0;"2004-03-11";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";5000.0
10245;"S10_4962";28;100.0;"2004-05-04";"Shipped";"Classic Cars";"Super Scale Inc.";"New Haven";"USA";2800.0
10259;"S10_4962";26;100.0;"2004-06-15";"Shipped";"Classic Cars";"Handji Gifts& Co";"Singapore";"Singapore";2600.0
10270;"S10_4962";32;100.0;"2004-07-19";"Shipped";"Classic Cars";"Souveniers And Things Co.";"Chatswood";"Australia";3200.0
10281;"S10_4962";44;100.0;"2004-08-19";"Shipped";"Classic Cars";"Diecast Classics Inc.";"Allentown";"USA";4400.0
10291;"S10_4962";30;100.0;"2004-09-08";"Shipped";"Classic Cars";"Scandinavian Gift Ideas";"Boras";"Sweden";3000.0
10305;"S10_4962";38;100.0;"2004-10-13";"Shipped";"Classic Cars";"Marta's Replicas Co.";"Cambridge";"USA";3800.0
10313;"S10_4962";40;100.0;"2004-10-22";"Shipped";"Classic Cars";"Canadian Gift Exchange Network";"Vancouver";"Canada";4000.0
10322;"S10_4962";46;61.99;"2004-11-04";"Shipped";"Classic Cars";"Online Diecast Creations Co.";"Nashua";"USA";2851.54
10347;"S10_4962";27;100.0;"2004-11-29";"Shipped";"Classic Cars";"Australian Collectors, Co.";"Melbourne";"Australia";2700.0
10357;"S10_4962";43;100.0;"2004-12-10";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";4300.0
10370;"S10_4962";35;65.63;"2005-01-20";"Shipped";"Classic Cars";"Anna's Decorations, Ltd";"North Sydney";"Australia";2297.05
10381;"S10_4962";37;100.0;"2005-02-17";"Shipped";"Classic Cars";"Corporate Gift Ideas Co.";"San Francisco";"USA";3700.0
10391;"S10_4962";37;46.9;"2005-03-09";"Shipped";"Classic Cars";"Anna's Decorations, Ltd";"North Sydney";"Australia";1735.3
10411;"S10_4962";27;100.0;"2005-05-01";"Shipped";"Classic Cars";"Quebec Home Shopping Network";"Montreal";"Canada";2700.0
10108;"S12_1099";33;100.0;"2003-03-03";"Shipped";"Classic Cars";"Cruz & Sons Co.";"Makati City";"Philippines";3300.0
10122;"S12_1099";42;100.0;"2003-05-08";"Shipped";"Classic Cars";"Marseille Mini Autos";"Marseille";"France";4200.0
10135;"S12_1099";42;100.0;"2003-07-02";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";4200.0
10147;"S12_1099";48;100.0;"2003-09-05";"Shipped";"Classic Cars";"Collectables For Less Inc.";"Brickhaven";"USA";4800.0
10159;"S12_1099";41;100.0;"2003-10-10";"Shipped";"Classic Cars";"Corporate Gift Ideas Co.";"San Francisco";"USA";4100.0
10169;"S12_1099";30;100.0;"2003-11-04";"Shipped";"Classic Cars";"Anna's Decorations, Ltd";"North Sydney";"Australia";3000.0
10181;"S12_1099";27;100.0;"2003-11-12";"Shipped";"Classic Cars";"Herkku Gifts";"Bergen";"Norway";2700.0
10191;"S12_1099";21;100.0;"2003-11-20";"Shipped";"Classic Cars";"Toms Spezialitten, Ltd";"Koln";"Germany";2100.0
10203;"S12_1099";20;100.0;"2003-12-02";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";2000.0
10211;"S12_1099";41;100.0;"2004-01-15";"Shipped";"Classic Cars";"Auto Canal Petit";"Paris";"France";4100.0
10225;"S12_1099";27;100.0;"2004-02-22";"Shipped";"Classic Cars";"Vida Sport, Ltd";"Gensve";"Switzerland";2700.0
10238;"S12_1099";28;100.0;"2004-04-09";"Shipped";"Classic Cars";"Danish Wholesale Imports";"Kobenhavn";"Denmark";2800.0
10266;"S12_1099";44;100.0;"2004-07-06";"Shipped";"Classic Cars";"L'ordine Souveniers";"Reggio Emilia";"Italy";4400.0
10276;"S12_1099";50;100.0;"2004-08-02";"Shipped";"Classic Cars";"Online Mini Collectables";"Brickhaven";"USA";5000.0
10287;"S12_1099";21;100.0;"2004-08-30";"Shipped";"Classic Cars";"Vida Sport, Ltd";"Gensve";"Switzerland";2100.0
10300;"S12_1099";33;100.0;"2003-10-04";"Shipped";"Classic Cars";"Blauer See Auto, Co.";"Frankfurt";"Germany";3300.0
10310;"S12_1099";33;100.0;"2004-10-16";"Shipped";"Classic Cars";"Toms Spezialitten, Ltd";"Koln";"Germany";3300.0
10320;"S12_1099";31;100.0;"2004-11-03";"Shipped";"Classic Cars";"Volvo Model Replicas, Co";"Lule";"Sweden";3100.0
10329;"S12_1099";41;71.47;"2004-11-15";"Shipped";"Classic Cars";"Land of Toys Inc.";"NYC";"USA";2930.27
10341;"S12_1099";45;79.65;"2004-11-24";"Shipped";"Classic Cars";"Salzburg Collectables";"Salzburg";"Austria";3584.25
10363;"S12_1099";33;85.39;"2005-01-06";"Shipped";"Classic Cars";"Suominen Souveniers";"Espoo";"Finland";2817.87
10375;"S12_1099";45;76.0;"2005-02-03";"Shipped";"Classic Cars";"La Rochelle Gifts";"Nantes";"France";3420.0
10389;"S12_1099";26;99.04;"2005-03-03";"Shipped";"Classic Cars";"Scandinavian Gift Ideas";"Boras";"Sweden";2575.04
10419;"S12_1099";12;100.0;"2005-05-17";"Shipped";"Classic Cars";"Salzburg Collectables";"Salzburg";"Austria";1200.0
10105;"S12_1108";41;100.0;"2003-02-11";"Shipped";"Classic Cars";"Danish Wholesale Imports";"Kobenhavn";"Denmark";4100.0
10117;"S12_1108";33;100.0;"2003-04-16";"Shipped";"Classic Cars";"Dragon Souveniers, Ltd.";"Singapore";"Singapore";3300.0
10127;"S12_1108";46;100.0;"2003-06-03";"Shipped";"Classic Cars";"Muscle Machine Inc";"NYC";"USA";4600.0
10142;"S12_1108";33;100.0;"2003-08-08";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";3300.0
10153;"S12_1108";20;100.0;"2003-09-28";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";2000.0
10165;"S12_1108";44;100.0;"2003-10-22";"Shipped";"Classic Cars";"Dragon Souveniers, Ltd.";"Singapore";"Singapore";4400.0
10176;"S12_1108";33;100.0;"2003-11-06";"Shipped";"Classic Cars";"L'ordine Souveniers";"Reggio Emilia";"Italy";3300.0
10185;"S12_1108";21;100.0;"2003-11-14";"Shipped";"Classic Cars";"Mini Creations Ltd.";"New Bedford";"USA";2100.0
10196;"S12_1108";47;100.0;"2003-11-26";"Shipped";"Classic Cars";"Super Scale Inc.";"New Haven";"USA";4700.0
10208;"S12_1108";46;100.0;"2004-01-02";"Shipped";"Classic Cars";"Saveley & Henriot, Co.";"Lyon";"France";4600.0
10220;"S12_1108";32;100.0;"2004-02-12";"Shipped";"Classic Cars";"Clover Collections, Co.";"Dublin";"Ireland";3200.0
10231;"S12_1108";42;100.0;"2004-03-19";"Shipped";"Classic Cars";"CAF Imports";"Madrid";"Spain";4200.0
10247;"S12_1108";44;100.0;"2004-05-05";"Shipped";"Classic Cars";"Suominen Souveniers";"Espoo";"Finland";4400.0
10272;"S12_1108";35;100.0;"2004-07-20";"Shipped";"Classic Cars";"Diecast Classics Inc.";"Allentown";"USA";3500.0
10282;"S12_1108";41;100.0;"2004-08-20";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";4100.0
10293;"S12_1108";46;100.0;"2004-09-09";"Shipped";"Classic Cars";"Amica Models & Co.";"Torino";"Italy";4600.0
10306;"S12_1108";31;100.0;"2004-10-14";"Shipped";"Classic Cars";"AV Stores, Co.";"Manchester";"UK";3100.0
10314;"S12_1108";38;100.0;"2004-10-22";"Shipped";"Classic Cars";"Heintze Collectables";"Aaarhus";"Denmark";3800.0
10325;"S12_1108";42;64.0;"2004-11-05";"Shipped";"Classic Cars";"Baane Mini Imports";"Stavern";"Norway";2688.0
10336;"S12_1108";33;57.22;"2004-11-20";"Shipped";"Classic Cars";"La Corne D'abondance, Co.";"Paris";"France";1888.26
10348;"S12_1108";48;52.36;"2004-11-01";"Shipped";"Classic Cars";"Corrida Auto Replicas, Ltd";"Madrid";"Spain";2513.28
10359;"S12_1108";42;100.0;"2004-12-15";"Shipped";"Classic Cars";"Reims Collectables";"Reims";"France";4200.0
10371;"S12_1108";32;100.0;"2005-01-23";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";3200.0
10382;"S12_1108";34;100.0;"2005-02-17";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";3400.0
10395;"S12_1108";33;69.12;"2005-03-17";"Shipped";"Classic Cars";"Lyon Souveniers";"Paris";"France";2280.96
10413;"S12_1108";36;100.0;"2005-05-05";"Shipped";"Classic Cars";"Gift Depot Inc.";"Bridgewater";"USA";3600.0
10103;"S12_1666";27;100.0;"2003-01-29";"Shipped";"Trucks and Buses";"Baane Mini Imports";"Stavern";"Norway";2700.0
10113;"S12_1666";21;100.0;"2003-03-26";"Shipped";"Trucks and Buses";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2100.0
10126;"S12_1666";21;100.0;"2003-05-28";"Shipped";"Trucks and Buses";"Corrida Auto Replicas, Ltd";"Madrid";"Spain";2100.0
10140;"S12_1666";38;100.0;"2003-07-24";"Shipped";"Trucks and Buses";"Technics Stores Inc.";"Burlingame";"USA";3800.0
10150;"S12_1666";30;100.0;"2003-09-19";"Shipped";"Trucks and Buses";"Dragon Souveniers, Ltd.";"Singapore";"Singapore";3000.0
